ui,intervention,country,food_k,climate_k,beta,climate-food_k,food_choice,climate_choice
65C4E7E2-1D99-436F-9C35-C5F961B41896,2,Bulgaria,0.639235363223167,0.550684983380023,0.86765554606938,-0.0885503798431437,0.454545454545455,0.555555555555556
94A41FE7-1478-487F-B030-BA201E1663A1,10,Bulgaria,0.313847801149205,0.148076973234481,1.3503896014887,-0.165770827914724,0.818181818181818,1
6CF4F10E-187F-4A21-BAFF-F8E4C72EFDA9,8,Bulgaria,0.169414356135594,0.153632760600224,1.93864234644276,-0.0157815955353701,0.916666666666667,0.916666666666667
46B5D47C-4178-4687-B03D-DE98097E25D3,8,Bulgaria,0.222731035059922,0.423796786837663,1.27944052067031,0.201065751777741,0.818181818181818,0.583333333333333
713A254D-6D1B-402A-85E7-2DD1ABE3B64F,1,Bulgaria,0.252576856273912,0.815119538992778,0.524667422843384,0.562542682718866,0.636363636363636,0.166666666666667
19C83676-E4BF-40F7-A710-E16048737D72,5,Bulgaria,0.332435633578516,0.171153405648833,0.659556815948815,-0.161282227929683,0.7,0.75
83E5AD4B-1D71-4824-8932-57F56D71B58E,6,Bulgaria,0.166153333477225,0.167162854427564,0.969548441069793,0.00100952095033896,0.909090909090909,0.833333333333333
4EF78134-430E-4417-8085-04496E24F5BC,4,Bulgaria,0.145357166656439,0.164476348173368,0.727563527994895,0.0191191815169292,0.833333333333333,0.75
1461B011-5EFF-4635-96F0-C5EAAC8B1D59,2,Bulgaria,0.109319424032179,0.17497034027912,2.78330019832345,0.0656509162469416,1,1
4D32E873-71B6-4832-B85A-AD8288B74422,2,Bulgaria,0.137891120059235,0.104691466911003,1.91583841359576,-0.0331996531482321,0.916666666666667,1
12F7F19F-802A-492E-A1CD-AFA5B08C72A9,7,Bulgaria,0.567238039562873,0.296580232196277,1.38733983903207,-0.270657807366596,0.555555555555556,0.818181818181818
7FA2AEB6-D61C-4DE6-B851-769E6910CE6B,11,Bulgaria,0.210025793211653,0.998030544088427,1.35587128142281,0.788004750876774,0.909090909090909,0.0909090909090909
A3AB471D-E8CB-456A-8B1C-BF8826F8E656,10,Bulgaria,0.111303650065,0.111503653351989,3.12948020568519,0.000200003286989145,1,1
E5480F84-A007-40F8-8778-222D57D969A1,7,Bulgaria,0.1113515083226,0.111442741626668,3.12958991595836,9.12333040673508e-05,1,1
D99651FD-6C69-4BAD-A718-D875A7266794,9,Bulgaria,0.135273992995573,0.144991712770996,0.972018946641569,0.00971771977542293,1,1
E8BDB007-FBB9-42BF-A87B-448EA180B7B8,1,Bulgaria,0.243667963524518,0.204956255178044,1.8913797339387,-0.038711708346474,0.75,0.909090909090909
96CE60E9-CE2F-490C-9093-7B95F28F94FD,10,Bulgaria,0.253197073682206,0.255065322656921,1.1786573911908,0.00186824897471449,0.9,0.727272727272727
BA6B9F98-5905-4C8E-B8C8-E7DA51936634,3,Bulgaria,0.126843821611172,0.193554289936019,0.947600287040914,0.0667104683248469,1,1
537CF27C-7BEA-41B9-AF7F-3F6E92B96EAF,12,Bulgaria,0.341585595657378,0.821682912316755,0.59285740311034,0.480097316659377,0.545454545454545,0.333333333333333
37B87A6C-AEC8-4DC0-B356-D5C5C9E5F3E6,3,Bulgaria,0.191966655944308,0.177624623563802,1.12958677423451,-0.0143420323805062,1,1
B07C9011-7085-46CB-A40C-A948D7200165,12,Bulgaria,0.420677730412857,0.498247497986203,2.51597592240443,0.077569767573346,0.666666666666667,0.7
3DA1F228-8E8A-4554-9DC1-462C519CDC1E,1,Bulgaria,0.174695521459451,0.354257274145969,2.09326498671993,0.179561752686518,0.909090909090909,0.666666666666667
98057AB3-7922-49BC-A080-502513496092,3,Bulgaria,0.519167124523249,0.826635253985063,1.3637540781166,0.307468129461814,0.5,0.3
56F12419-C9B9-472C-9EA8-5B63C5ECB5A9,10,Bulgaria,0.152377811499805,0.180518775461983,1.17171192859175,0.028140963962178,0.909090909090909,0.909090909090909
ECA11ECB-F64C-492C-9609-8FE33B381D39,7,Bulgaria,0.338485034095078,0.33907015112321,3.58760580572747,0.000585117028131688,0.75,0.75
44A30A52-9A71-4F18-9AAB-FDD19E87301A,6,Bulgaria,0.477117777874553,0.738817583615793,1.03661115466875,0.26169980574124,0.5,0.363636363636364
7BFD3AD7-2AEB-4B75-952D-82AB9410CCCD,3,Bulgaria,0.166632649999334,0.193265116599524,0.785579088136909,0.0266324666001898,1,0.818181818181818
F164B3F8-9E81-4BC6-8C4B-EA204576F409,3,Bulgaria,0.167212490922499,0.232940342160843,0.986940248419042,0.0657278512383445,0.909090909090909,0.9
E65300C8-956B-49F0-9507-D7C60F7E7315,2,Bulgaria,0.363529493446584,0.235758531049041,1.41773877753383,-0.127770962397544,0.7,0.909090909090909
C981D4E7-6F9D-4318-8D00-CEF73058C341,1,Bulgaria,0.176056060911285,0.105782953598704,2.1349609628363,-0.0702731073125808,0.916666666666667,1
90E924CF-937F-44BF-B5A2-41959A0CCCA6,10,Bulgaria,0.283823613603541,0.363054447110013,2.45996775587266,0.0792308335064723,0.75,0.666666666666667
C2C8E924-5733-46B6-8DF9-A64580C0AFAD,4,Bulgaria,0.136651907179262,0.162549398238001,1.37567999533783,0.0258974910587391,1,1
FE5EA693-A7E2-4500-8BEB-31683C29EED2,10,Bulgaria,0.384350899337185,0.674718497537967,1.12027971666228,0.290367598200783,0.8,0.333333333333333
50709432-10D5-4D90-8693-EB10C463599B,8,Bulgaria,0.124428706426055,0.134303272143641,1.2725806577919,0.00987456571758574,1,0.916666666666667
78066468-270F-4C0B-80DC-E9CA5FD93297,11,Bulgaria,0.111347974237447,0.111441634877918,3.12955848656935,9.36606404710466e-05,1,1
197AD14B-4DEB-4D64-98DF-0707B53052D1,2,Bulgaria,0.850356565289847,0.280454568425656,0.538427404193841,-0.569901996864191,0.2,0.6
565CFB44-1154-4958-8EDF-C06E3561899D,1,Bulgaria,0.132073456166235,0.121260150968871,1.64764654683147,-0.0108133051973642,1,1
5DCBA3A2-6409-4152-AE0F-3246415C5581,3,Bulgaria,0.103108866731132,0.187183332461641,1.54088891941809,0.0840744657305086,1,1
7DB11799-3CD1-4242-B4BA-EA4A264C092D,5,Bulgaria,0.183157989526926,0.115822300734003,1.22629635487984,-0.0673356887929232,1,1
2F8E0E8A-7313-4C4C-A0F4-779073AEAF93,9,Bulgaria,0.111352875828964,0.111441491228495,3.12959215032004,8.86153995309641e-05,1,1
7A810D5B-A8C2-4959-B8E6-1032C6AFBEAC,10,Bulgaria,0.102759043439164,0.150896945103436,1.42542046130324,0.048137901664272,1,1
73362D54-E9BF-4B3E-91BF-5C626B4BE991,4,Bulgaria,0.162270082452819,0.498594825203761,1.38652613945345,0.336324742750942,0.833333333333333,0.75
FC8C2F82-0235-469A-9889-1D5E52AEE738,8,Bulgaria,0.103416052959539,0.144382416531101,1.62634724855984,0.0409663635715622,1,0.916666666666667
E6FB434F-45AB-4A32-A4E7-AE29240B0A04,6,Bulgaria,0.209301467986883,0.103416000374495,1.62431649467903,-0.105885467612388,1,1
0D44B379-03E6-4476-BDB0-7CF1D04EA583,3,Bulgaria,0.10341594407746,0.144382399184677,1.62634748065061,0.0409664551072171,1,1
066C5743-0DD7-460A-866A-23430990BDE3,1,Bulgaria,0.232696257493943,0.645564512502962,1.17787914160716,0.412868255009019,0.727272727272727,0.333333333333333
FDF05A1C-8D9E-442E-AAA4-BE80EC203C64,1,Bulgaria,0.234282602160516,0.235474041356467,1.71384131249999,0.00119143919595094,0.75,0.75
F26D3B9E-69D7-43A0-A5BE-791F2605D5DE,9,Bulgaria,0.111345045764042,0.111453082626667,3.12965757139504,0.000108036862624561,1,1
D40556EE-7657-47FE-A6DF-ED609F8983DD,4,Bulgaria,0.275898460997099,0.122443516347599,1.72228099388517,-0.1534549446495,0.818181818181818,1
96A99A4B-E016-410D-A332-C4AB70337A20,12,Bulgaria,0.488033637794386,0.304915064620244,1.85893823515188,-0.183118573174143,0.583333333333333,0.75
E209AD67-D482-4B4A-89C5-168A3D647D3A,3,Bulgaria,0.142650976072638,0.21481068098623,2.13195905255892,0.0721597049135912,0.916666666666667,0.833333333333333
0F68AC33-DCF9-468D-9369-C1EAA9A887B2,4,Bulgaria,0.178955690897003,0.197127384024126,1.41362864177232,0.0181716931271228,0.833333333333333,0.909090909090909
E3EAB22F-D056-4F8B-BBFC-7EE6689AE31C,3,Bulgaria,0.102447253560437,0.201955272489603,1.23646379701479,0.0995080189291668,1,1
8B58CF5F-456B-4EED-8DDE-DA74A718DD78,11,Bulgaria,0.103667207735912,0.161041862901489,1.69111459054156,0.0573746551655771,1,0.916666666666667
7333ACDE-D0BB-4B91-BFD2-4A55ACBF8920,7,Bulgaria,1.25967414700218,1.26764349833649,1.94095883048919,0.00796935133430821,0,0
30BD628E-7415-4A7A-8841-8319C11C7CD2,7,Bulgaria,0.190076524385941,0.120805385976477,1.61195326822602,-0.0692711384094647,0.909090909090909,1
C34F8BAA-3D8F-4CA2-9A18-EB8095CF89D4,5,Bulgaria,0.186106132988522,0.103111292018082,1.53954158677948,-0.0829948409704402,0.833333333333333,1
949B8A38-7FE1-4E10-A0B3-AF9D7A97B8D7,8,Bulgaria,0.102899170198889,0.167333905540852,1.47567940994936,0.0644347353419631,1,0.909090909090909
03A2B253-F880-4349-AE98-D6F723AD27FC,6,Bulgaria,0.10434832729566,0.12435893424883,1.84746804793163,0.0200106069531703,1,0.916666666666667
36C6AFC3-04EB-4586-95F7-3851A15E0EF8,2,Bulgaria,0.111355572559817,0.111437582789006,3.12956801898249,8.20102291894664e-05,1,1
1E0E0F6D-99BA-4CD0-A166-D4131B9C0A5B,11,Bulgaria,0.597092914784941,0.371118688608696,3.00756661340962,-0.225974226176245,0.5,0.666666666666667
7F7673CE-54BD-45FB-AE31-02099B9E976A,6,Bulgaria,0.430377503416779,0.339675996339166,3.66432344655278,-0.0907015070776132,0.666666666666667,0.75
A0289194-F88F-49C6-A19B-D03EE893BCC8,12,Bulgaria,0.999012335002363,0.732385933130639,1.23276542701969,-0.266626401871724,0.0833333333333333,0.363636363636364
F13E6AB0-6F4A-4A57-AE40-C5D404E11186,9,Bulgaria,0.15786548335436,0.158551763618217,1.6258056034822,0.000686280263856115,1,1
07F8A745-1D3B-4910-A6BC-8F6AD2500992,1,Bulgaria,0.119000048977463,0.221864150864484,1.49934111858534,0.102864101887021,0.916666666666667,0.909090909090909
A1D747D8-FD6C-4180-8424-9A62B67AFE69,5,Bulgaria,0.172949551615222,0.379895925813459,1.30961851042275,0.206946374198237,0.909090909090909,0.777777777777778
A452E9A2-95EC-41BA-B7C9-79F512FAE29A,4,Bulgaria,0.311595503025615,0.268004770806873,0.681403092704447,-0.0435907322187414,0.583333333333333,0.583333333333333
AD10F82D-E582-4FDA-9475-3626A6143C5F,1,Bulgaria,0.182032216070716,0.131959851687146,2.33006582107997,-0.0500723643835701,0.916666666666667,0.916666666666667
9B3F9E2F-625C-4883-BADF-867DAB287F29,9,Bulgaria,0.223672663010162,0.471194046730732,1.29018232125261,0.247521383720569,0.75,0.583333333333333
3076C7BF-59AC-4A80-AE1D-BB2B7987F589,11,Bulgaria,0.161837894664053,0.362396618935653,1.37741735095862,0.2005587242716,0.833333333333333,0.636363636363636
BA7F8261-E2C0-4DB5-B964-C3AD9E03D602,6,Bulgaria,0.130655336486042,0.103111824018129,1.57647298018629,-0.027543512467913,1,1
26395208-A9FD-4C05-BB3A-EF09C795F4DB,12,Bulgaria,0.102899778558326,0.167333470474842,1.47567710199489,0.0644336919165158,1,0.909090909090909
159E9B0A-8AC2-4DB5-885D-BD34AC9483D6,2,Bulgaria,1.22679148858052,0.616472108192129,1.03254889921035,-0.610319380388388,0,0.454545454545455
D0042670-4FEB-4C9B-9C32-F23314584A26,10,Bulgaria,0.172949469921546,0.37989606094524,1.3096174072119,0.206946591023694,0.833333333333333,0.727272727272727
395ADBB8-1BE8-47EB-8BB0-7DA8C106235F,8,Bulgaria,0.447024471846898,0.208364478304171,0.530434863663316,-0.238659993542727,0.454545454545455,0.666666666666667
1C9AEE9E-C788-4000-B978-7099AB516AA4,12,Bulgaria,0.356293360540782,0.257303365225267,2.202120530489,-0.0989899953155148,0.666666666666667,0.75
8CF66020-371C-43C2-9ECE-E5E3DD015DD0,6,Bulgaria,0.102454492014068,0.165060876586941,1.15503065086798,0.0626063845728733,1,1
8204AFDA-6D44-4094-8207-9E170A991473,6,Bulgaria,0.438045928317176,0.287475816979619,0.918103548077335,-0.150570111337557,0.5,0.727272727272727
CF3CA007-675C-4304-A5F9-58A893028F77,8,Bulgaria,0.11142575889606,0.111378712293826,3.1293752894495,-4.7046602233411e-05,1,1
B310AF99-A4AB-4813-8964-7A300C5008B6,12,Bulgaria,0.152005391545998,0.119202867443665,1.47985591955006,-0.0328025241023332,1,1
65763803-545C-4144-874F-29EB29B56145,2,Bulgaria,0.109319723987535,0.174970346703091,2.7832990386557,0.065650622715556,1,1
9D985902-E631-4CE5-8C65-7D9482E29357,1,Bulgaria,0.13329771962454,0.116074090650199,1.24990322258459,-0.017223628974341,0.916666666666667,1
32BA82B4-031F-49AE-BE6E-6ACEF13BC95C,11,Bulgaria,0.119518385609358,0.103110359578591,1.53724035644254,-0.0164080260307675,0.916666666666667,1
D1710F13-618F-4DFF-9E55-6DBFFB9899BE,4,Bulgaria,0.79211200013826,0.44726347464698,1.28158793093016,-0.34484852549128,0.333333333333333,0.636363636363636
11DD1CA1-F750-454B-9CD7-551BCDDDDDEA,1,Bulgaria,0.340835673298595,0.445704572650578,1.7670830314315,0.104868899351983,0.666666666666667,0.7
52900DA5-935A-4310-8A19-7A9BABDE5806,3,Bulgaria,0.103415788359706,0.144382551899804,1.62634681142628,0.0409667635400979,1,1
12A4A893-F8C4-4602-8A32-C4C27900BE9F,4,Bulgaria,0.217897824331554,0.478606362646084,1.46169878886476,0.26070853831453,0.75,0.6
3A873DD2-DBFF-40BF-9555-63FC5BB8894A,11,Bulgaria,0.164849645829537,0.221430290182279,0.754760149406694,0.0565806443527423,0.909090909090909,0.8
1D1D77CC-AB2C-4D1A-9F60-FC503FBD53D5,11,Bulgaria,0.165885387526385,0.131884713931248,0.772864253150925,-0.0340006735951369,0.818181818181818,0.833333333333333
62F30E26-0DCA-42D1-9BCF-33659E629CDA,8,Bulgaria,1.25967418782756,1.26764332186283,1.94091677340971,0.00796913403527144,0,0
86433FE8-31AC-4434-9740-31679A945E24,8,Bulgaria,0.24616356169974,0.114782836069018,1.11528433503253,-0.131380725630722,0.818181818181818,0.916666666666667
A8E51110-9E0A-4E73-8957-9FCB62A7272F,4,Bulgaria,0.111140895727421,0.111661458009044,3.12943304406177,0.000520562281622672,1,1
9762FB76-E7CA-4E3B-9A3C-679EB5E90E6A,9,Bulgaria,0.179429041255128,0.199115244836931,2.24246224502303,0.0196862035818032,0.916666666666667,0.833333333333333
23971ADB-90E8-455E-A9F6-CD31CC1B1C50,12,Bulgaria,0.423836273085845,0.230506189774063,0.821186966862013,-0.193330083311782,0.6,0.666666666666667
27A7A7E4-4B84-4F2D-8191-B700C7A1D46E,9,Bulgaria,0.385694214400817,0.333953655106843,0.401793210377699,-0.0517405592939738,0.454545454545455,0.454545454545455
A6E43DA2-DC5D-493D-987C-90FE50E1C38F,9,Bulgaria,1.25967768387655,1.2676421623131,1.94096852901492,0.00796447843655756,0,0
7DBC2D85-2305-4D3C-902A-58FA1B449D90,1,Bulgaria,0.199717317138901,0.111337819147783,3.11254241953227,-0.0883794979911179,0.916666666666667,1
0A820D41-1EEC-4B46-935F-4F0029379DA4,5,Bulgaria,0.259700162831199,0.165273604022607,1.80418612038983,-0.0944265588085917,0.833333333333333,0.916666666666667
A829B129-BA4B-4ED2-BCCC-9937475BCAD1,2,Bulgaria,0.123114204521726,0.164480085540068,1.78274748707747,0.0413658810183416,1,0.916666666666667
A7B0DD91-020E-433E-AAF8-B7370735C448,4,Bulgaria,0.293555282797129,0.183636642671984,0.519021402977017,-0.109918640125145,0.583333333333333,0.75
F156ED65-1CC8-4377-8992-6C31FBD3AE89,10,Bulgaria,0.174363804558369,0.109379017191712,2.78133854841901,-0.0649847873666575,1,1
2EDB325F-0954-4A50-961B-E1ED69DE71BE,10,Bulgaria,0.226898729107273,0.108064946847298,2.55274405781227,-0.118833782259975,1,1
52461C6C-B344-4B48-A450-6FD11D1F8097,11,Bulgaria,0.604684572614715,0.455752657322901,0.815085620955283,-0.148931915291814,0.363636363636364,0.545454545454545
A129E1B1-C76A-469C-9248-8CB1ECDC465E,7,Bulgaria,0.140215744773218,0.202879960683181,1.50158161015563,0.0626642159099624,1,0.833333333333333
C8A1F385-0AFA-4543-977F-CDBD17F2FC66,5,Bulgaria,0.10386026871886,0.236779080789434,1.73687610107966,0.132918812070574,1,1
C51B538A-10E0-4B64-842E-7AC0E5604159,5,Bulgaria,0.246400533347633,0.269132553952137,1.32002824873812,0.0227320206045049,0.75,0.75
9DD4D32D-E5E4-49C0-A52D-8FDE8164BE2C,12,Bulgaria,0.107124283006451,0.132964789822681,2.39375313933848,0.0258405068162305,1,0.916666666666667
DB8038EA-1509-4759-848F-5D640FB792F8,3,Bulgaria,0.316692092671566,0.115101933361674,1.15234721362328,-0.201590159309891,0.727272727272727,0.916666666666667
9A843BEF-28C6-40CD-8F68-C6B46D8EDD11,2,Bulgaria,0.147541787314891,0.135236732610884,1.76163778005608,-0.0123050547040062,1,1
F058B907-BA4F-493B-B8CA-DD1A07CBFDF9,8,Bulgaria,0.108019159160989,0.22772302668848,2.55506020769723,0.119703867527491,1,0.833333333333333
7A3F02EF-AF86-4FB0-BEF9-4235E69FE62E,4,Bulgaria,0.127315043804595,0.320061298150328,0.976422865797905,0.192746254345734,1,0.888888888888889
83FCBB5F-9A3D-4564-9B5C-D9750F26B644,1,Bulgaria,0.159057137493764,0.172986178737765,1.06053673242839,0.0139290412440003,0.909090909090909,0.909090909090909
500B8F8D-6E96-4936-B3BB-A46D852E24ED,3,Bulgaria,0.104348067665819,0.124359594569218,1.84746865296704,0.0200115269033993,1,0.916666666666667
FB60A7D4-1ECA-488C-BAB4-901AC885933F,3,Bulgaria,0.111386927349767,0.111407454663498,3.12959224763329,2.05273137311585e-05,1,1
85A6AD2F-CC64-4346-A208-EFE740346124,2,Bulgaria,0.250677049761577,0.31496591916011,1.647972381193,0.0642888693985328,1,0.9
86796AC7-DACA-4B09-932C-2D760437E7E8,11,Bulgaria,0.215337499408494,0.150485746412387,0.859422856356327,-0.0648517529961073,1,0.909090909090909
B0B666D6-03EA-43FB-86C9-E5FF8A39E152,8,Bulgaria,0.107598709627598,1.29398940259867,2.47964299222476,1.18639069297107,1,0
A22B3F6B-D238-42C2-BDB9-7AC47CCE90EB,10,Bulgaria,0.135767122101381,0.371792483155788,0.991133595704642,0.236025361054407,0.916666666666667,0.583333333333333
73CFE41F-FCF0-4F85-BD49-149FA9670B29,10,Bulgaria,0.756202547927722,0.997275080604671,1.37176425690302,0.241072532676949,0.25,0.0833333333333333
531B217F-DE47-4D4F-B3B9-872DE8682FBB,2,Bulgaria,0.209302759480701,0.103418415336216,1.6243054743537,-0.105884344144485,1,1
B5F21943-D35E-4F53-A8DF-614CBB545B0C,1,Bulgaria,0.153272668396578,0.132603825828985,1.19714970014162,-0.0206688425675936,1,1
FEC44E99-7893-4793-AF0D-9BD65227C839,4,Bulgaria,0.136709322420947,0.219820355185434,0.620085235024565,0.0831110327644876,0.909090909090909,0.8
32ED584E-1779-4BF0-A6C4-EDCDDF946D3A,4,Bulgaria,0.233477912219798,0.185702763610245,0.858932875541693,-0.0477751486095523,0.727272727272727,0.818181818181818
E73E40F9-F618-4784-9CEF-1FCDF8179DB3,10,Bulgaria,0.134496293245192,0.14843265558866,1.7622583691217,0.013936362343468,1,0.916666666666667
8365B256-129D-42E0-A0CD-936D7441CD33,9,Bulgaria,0.180339354011423,0.104046362321807,1.77567602526439,-0.0762929916896166,0.909090909090909,1
3F69A642-218C-4612-BB3B-90D2107FDEC5,11,Bulgaria,0.15558814196611,0.250759896853271,2.02664699038427,0.0951717548871609,0.916666666666667,0.833333333333333
CBC9977F-5940-41ED-9C2B-B5E44D70C21C,1,Bulgaria,0.115028969623468,0.213649478082951,1.16239085835181,0.0986205084594824,0.916666666666667,0.666666666666667
868D747C-97A3-4956-A155-85DD3FD7181A,12,Bulgaria,0.102531698771887,0.174296869210299,1.31612395614327,0.0717651704384114,1,1
286682BA-D2CB-4F78-A1A2-140F26033AF4,4,Bulgaria,0.102453832205856,0.261716764862337,1.24289836387434,0.159262932656481,1,0.818181818181818
53A2CE71-9966-4344-A016-7204740789DE,5,Bulgaria,0.167113881760038,0.123582894623184,1.20781776036321,-0.0435309871368538,0.909090909090909,1
B82C0899-CE18-4687-B34B-64821BB2FC76,12,Bulgaria,0.126893492608892,0.210778362515854,2.02750651687233,0.083884869906962,0.916666666666667,1
4F996E9E-F74F-4774-8776-05E6E69AAB07,8,Bulgaria,0.159106993755014,0.284946547390766,1.06150246592808,0.125839553635752,0.909090909090909,0.727272727272727
89089366-6F5B-48C8-95B6-BBB57084C8CF,7,Bulgaria,0.178195072794623,0.179569419207864,0.783408366503424,0.00137434641324019,0.75,1
C3DFC7BE-DA7C-4D0F-BD9F-18ADC9B53F7F,6,Bulgaria,0.111352768196908,0.111441562364399,3.12958776391445,8.87941674913711e-05,1,1
1796337A-4BEC-4774-BC00-542EE8BEBFEF,9,Bulgaria,0.504809846620974,0.10356632628319,1.66231712040484,-0.401243520337784,0.5,1
D77A3CA0-41DD-43E6-95C5-7317DF3E09F7,3,Bulgaria,1.25967721499852,1.26763935275526,1.94091862407994,0.00796213775674026,0,0
DF050D92-BA4D-4F5E-AEFB-59546B404F9B,6,Bulgaria,0.203098873238772,0.160382258943725,0.629103191726336,-0.0427166142950467,0.666666666666667,0.9
7A9349DD-92A2-46EC-A47E-3354A407C55A,2,Bulgaria,0.20723301394439,0.157435179557058,0.791309635000904,-0.0497978343873324,0.75,1
79FE8172-6608-49C7-978F-7F59A8B831E1,10,Bulgaria,0.102440536874635,0.346454730284537,1.19262544184743,0.244014193409902,1,0.727272727272727
EE7897A5-C9C9-425E-952C-3DADDCBB963A,8,Bulgaria,0.163740109833607,0.123346367611002,1.78184713346394,-0.0403937422226054,0.916666666666667,1
BEDD295B-E05B-4910-9164-4634BE7174F1,1,Bulgaria,0.341904766782501,0.213128138515332,0.976898435386241,-0.12877662826717,0.727272727272727,0.818181818181818
94EB4603-C917-4244-B75B-FAA8A71CEE81,3,Bulgaria,0.251260092115693,0.173868109111222,0.518721883545529,-0.0773919830044703,0.7,0.818181818181818
55F8277E-BA9A-4CEA-AB74-446039135501,11,Bulgaria,0.356293447084793,0.257303383129379,2.20212116869048,-0.0989900639554134,0.666666666666667,0.75
5EEADAC0-C197-4C7C-9D93-D13838A9998E,9,Bulgaria,0.140768782077319,0.458705451270199,1.52078625748035,0.31793666919288,0.916666666666667,0.7
61028616-25DD-4815-BCE2-EC13DCBB7B9C,12,Bulgaria,0.145556535467775,0.139483664888857,0.757529324712333,-0.00607287057891862,0.818181818181818,0.833333333333333
721038BF-E6E7-4885-9803-844C429B2C4A,9,Bulgaria,0.417559056514714,0.360208669530237,2.32304543222992,-0.0573503869844773,0.636363636363636,0.727272727272727
5F1161F3-8037-45CF-B16F-9922E26F7734,10,Bulgaria,0.214271700013302,0.122270369306612,1.71085028454625,-0.0920013307066895,1,1
98A30689-2C7B-4DA9-8A6E-30DE7072014A,3,Bulgaria,0.722136320820727,0.103051261090367,1.52119926615825,-0.61908505973036,0.333333333333333,1
9F1368A8-88C9-48CC-8637-F3672E13B45D,8,Bulgaria,0.103668293471066,0.161039954274634,1.6911155829812,0.0573716608035682,1,1
F568FABE-F458-4169-A435-9E243ADC5BB9,7,Bulgaria,0.181326994684542,0.114010983958014,0.996105776909166,-0.067316010726528,0.9,0.916666666666667
83BC08F0-658A-495C-BBF2-E4B0553CA1CF,5,Bulgaria,0.103861111746668,0.236778970872369,1.73687509149732,0.132917859125702,1,1
BA039B7E-2006-4FAC-A719-F9360562460B,1,Bulgaria,0.10712489423916,0.132964828813113,2.3937641229973,0.0258399345739528,1,1
930F6AF6-4DC3-4A94-9577-C7F121393C4A,12,Bulgaria,0.116764983577959,1.24323732673516,1.32521114211391,1.1264723431572,0.916666666666667,0
E12EF713-BB6B-44E8-B842-013748873EDA,4,Bulgaria,0.270781179700373,0.273922917112531,0.606201511293594,0.00314173741215873,0.583333333333333,0.636363636363636
9F8065C0-5694-4999-B493-016734FE1371,7,Bulgaria,0.1195458077691,0.126837724701115,0.916318847987353,0.00729191693201488,0.916666666666667,0.909090909090909
EF3FC64F-0BAD-44C3-BAA4-C0C9490F20D5,3,Bulgaria,0.325095469960552,0.155250732493252,0.740778528940883,-0.169844737467301,0.636363636363636,0.75
96E077F8-9A77-4363-B28D-1F11DAD8818D,1,Bulgaria,0.149426393885986,0.160910268065788,0.856620659961929,0.0114838741798018,1,0.909090909090909
BE97F38E-B24C-4B93-BC32-644FD2F03CBB,11,Bulgaria,0.103411878083815,0.144387877890764,1.62634787652723,0.0409759998069482,1,1
